label,file_names,ordre,espece,autres_especes_nb,autres_especes_annotees,chunk_initial_time,chunk_final_time,recording_chunk_id
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_5_10.wav,Aves,Acrocephalus arundinaceus,0,,5,10,175
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_20_25.wav,Aves,Acrocephalus arundinaceus,0,,20,25,178
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_25_30.wav,Aves,Acrocephalus arundinaceus,0,,25,30,179
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_55_60.wav,Aves,Acrocephalus arundinaceus,0,,55,60,185
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_60_65.wav,Aves,Acrocephalus arundinaceus,0,,60,65,186
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_80_85.wav,Aves,Acrocephalus arundinaceus,0,,80,85,190
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_100_105.wav,Aves,Acrocephalus arundinaceus,0,,100,105,194
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_110_115.wav,Aves,Acrocephalus arundinaceus,0,,110,115,196
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_120_125.wav,Aves,Acrocephalus arundinaceus,0,,120,125,198
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_135_140.wav,Aves,Acrocephalus arundinaceus,0,,135,140,201
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_180_185.wav,Aves,Acrocephalus arundinaceus,0,,180,185,210
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_255_260.wav,Aves,Acrocephalus arundinaceus,0,,255,260,225
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_275_280.wav,Aves,Acrocephalus arundinaceus,0,,275,280,229
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_285_290.wav,Aves,Acrocephalus arundinaceus,0,,285,290,231
Acrocephalus arundinaceus,Aves_BeSa_Sc-r00DE_18VI2018_072_split_290_295.wav,Aves,Acrocephalus arundinaceus,0,,290,295,232
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_20_25.wav,Aves,Acrocephalus arundinaceus,0,,20,25,239
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_30_35.wav,Aves,Acrocephalus arundinaceus,0,,30,35,241
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_40_45.wav,Aves,Acrocephalus arundinaceus,0,,40,45,243
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_50_55.wav,Aves,Acrocephalus arundinaceus,0,,50,55,245
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_65_70.wav,Aves,Acrocephalus arundinaceus,0,,65,70,248
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_80_85.wav,Aves,Acrocephalus arundinaceus,0,,80,85,251
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_90_95.wav,Aves,Acrocephalus arundinaceus,0,,90,95,253
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_95_100.wav,Aves,Acrocephalus arundinaceus,0,,95,100,254
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_100_105.wav,Aves,Acrocephalus arundinaceus,0,,100,105,255
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_105_110.wav,Aves,Acrocephalus arundinaceus,0,,105,110,256
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_110_115.wav,Aves,Acrocephalus arundinaceus,0,,110,115,257
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_115_120.wav,Aves,Acrocephalus arundinaceus,0,,115,120,258
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_125_130.wav,Aves,Acrocephalus arundinaceus,0,,125,130,260
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_140_145.wav,Aves,Acrocephalus arundinaceus,0,,140,145,263
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_145_150.wav,Aves,Acrocephalus arundinaceus,0,,145,150,264
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_150_155.wav,Aves,Acrocephalus arundinaceus,0,,150,155,265
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_165_170.wav,Aves,Acrocephalus arundinaceus,0,,165,170,268
Acrocephalus arundinaceus,Aves_BeSa_TeUc00DE_30VI2019_092_split_175_180.wav,Aves,Acrocephalus arundinaceus,0,,175,180,270
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_0_5.wav,Aves,Acrocephalus arundinaceus,0,,0,5,273
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_10_15.wav,Aves,Acrocephalus arundinaceus,0,,10,15,275
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_20_25.wav,Aves,Acrocephalus arundinaceus,0,,20,25,277
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_25_30.wav,Aves,Acrocephalus arundinaceus,0,,25,30,278
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_50_55.wav,Aves,Acrocephalus arundinaceus,0,,50,55,283
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_55_60.wav,Aves,Acrocephalus arundinaceus,0,,55,60,284
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_75_80.wav,Aves,Acrocephalus arundinaceus,0,,75,80,288
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_85_90.wav,Aves,Acrocephalus arundinaceus,0,,85,90,290
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_90_95.wav,Aves,Acrocephalus arundinaceus,0,,90,95,291
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_95_100.wav,Aves,Acrocephalus arundinaceus,0,,95,100,292
Acrocephalus arundinaceus,Aves_BoSo_Od-n00DE_26V2019_093_split_100_102.wav,Aves,Acrocephalus arundinaceus,0,,100,102,293
Acrocephalus arundinaceus,Aves_FrBo_ViYo00FR_20V2019_087_split_10_15.wav,Aves,Acrocephalus arundinaceus,0,,10,15,296
Acrocephalus arundinaceus,Aves_FrBo_ViYo00FR_20V2019_087_split_20_25.wav,Aves,Acrocephalus arundinaceus,0,,20,25,298
Acrocephalus arundinaceus,Aves_FrBo_ViYo00FR_20V2019_087_split_35_40.wav,Aves,Acrocephalus arundinaceus,0,,35,40,301
Acrocephalus arundinaceus,Aves_FrBo_ViYo00FR_20V2019_087_split_75_80.wav,Aves,Acrocephalus arundinaceus,0,,75,80,309
Acrocephalus arundinaceus,Aves_FrBo_ViYo00FR_20V2019_087_split_85_90.wav,Aves,Acrocephalus arundinaceus,0,,85,90,311
Acrocephalus arundinaceus,Aves_FrBo_ViYo00FR_20V2019_087_split_110_115.wav,Aves,Acrocephalus arundinaceus,0,,110,115,316
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_0_5.wav,Aves,Acrocephalus arundinaceus,0,,0,5,319
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_5_10.wav,Aves,Acrocephalus arundinaceus,0,,5,10,320
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_10_15.wav,Aves,Acrocephalus arundinaceus,0,,10,15,321
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_15_20.wav,Aves,Acrocephalus arundinaceus,0,,15,20,322
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_20_25.wav,Aves,Acrocephalus arundinaceus,0,,20,25,323
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_30_35.wav,Aves,Acrocephalus arundinaceus,0,,30,35,325
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_50_55.wav,Aves,Acrocephalus arundinaceus,0,,50,55,329
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_55_60.wav,Aves,Acrocephalus arundinaceus,0,,55,60,330
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_70_75.wav,Aves,Acrocephalus arundinaceus,0,,70,75,333
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_85_90.wav,Aves,Acrocephalus arundinaceus,0,,85,90,336
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_90_95.wav,Aves,Acrocephalus arundinaceus,0,,90,95,337
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_95_100.wav,Aves,Acrocephalus arundinaceus,0,,95,100,338
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_110_115.wav,Aves,Acrocephalus arundinaceus,0,,110,115,341
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_115_120.wav,Aves,Acrocephalus arundinaceus,0,,115,120,342
Acrocephalus arundinaceus,Aves_guva_ScBe00NL_20V2019_082_split_120_125.wav,Aves,Acrocephalus arundinaceus,0,,120,125,343
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_01VI2019_085_split_20_25.wav,Aves,Acrocephalus arundinaceus,0,,20,25,349
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_01VI2019_085_split_75_80.wav,Aves,Acrocephalus arundinaceus,0,,75,80,360
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_01VI2019_085_split_80_85.wav,Aves,Acrocephalus arundinaceus,0,,80,85,361
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_5_10.wav,Aves,Acrocephalus arundinaceus,0,,5,10,367
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_15_20.wav,Aves,Acrocephalus arundinaceus,0,,15,20,369
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_20_25.wav,Aves,Acrocephalus arundinaceus,0,,20,25,370
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_25_30.wav,Aves,Acrocephalus arundinaceus,0,,25,30,371
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_30_35.wav,Aves,Acrocephalus arundinaceus,0,,30,35,372
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_35_40.wav,Aves,Acrocephalus arundinaceus,0,,35,40,373
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_40_45.wav,Aves,Acrocephalus arundinaceus,0,,40,45,374
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_45_50.wav,Aves,Acrocephalus arundinaceus,0,,45,50,375
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_50_55.wav,Aves,Acrocephalus arundinaceus,0,,50,55,376
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_55_60.wav,Aves,Acrocephalus arundinaceus,0,,55,60,377
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_60_65.wav,Aves,Acrocephalus arundinaceus,0,,60,65,378
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_70_75.wav,Aves,Acrocephalus arundinaceus,0,,70,75,380
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_75_80.wav,Aves,Acrocephalus arundinaceus,0,,75,80,381
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_80_85.wav,Aves,Acrocephalus arundinaceus,0,,80,85,382
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_95_100.wav,Aves,Acrocephalus arundinaceus,0,,95,100,385
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_105_110.wav,Aves,Acrocephalus arundinaceus,0,,105,110,387
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_110_115.wav,Aves,Acrocephalus arundinaceus,0,,110,115,388
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_115_120.wav,Aves,Acrocephalus arundinaceus,0,,115,120,389
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_120_125.wav,Aves,Acrocephalus arundinaceus,0,,120,125,390
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_125_130.wav,Aves,Acrocephalus arundinaceus,0,,125,130,391
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_160_165.wav,Aves,Acrocephalus arundinaceus,0,,160,165,398
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_175_180.wav,Aves,Acrocephalus arundinaceus,0,,175,180,401
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_180_185.wav,Aves,Acrocephalus arundinaceus,0,,180,185,402
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_190_195.wav,Aves,Acrocephalus arundinaceus,0,,190,195,404
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_200_205.wav,Aves,Acrocephalus arundinaceus,0,,200,205,406
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_205_210.wav,Aves,Acrocephalus arundinaceus,0,,205,210,407
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_215_220.wav,Aves,Acrocephalus arundinaceus,0,,215,220,409
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_225_230.wav,Aves,Acrocephalus arundinaceus,0,,225,230,411
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_250_255.wav,Aves,Acrocephalus arundinaceus,0,,250,255,416
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_255_260.wav,Aves,Acrocephalus arundinaceus,0,,255,260,417
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_260_265.wav,Aves,Acrocephalus arundinaceus,0,,260,265,418
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_265_270.wav,Aves,Acrocephalus arundinaceus,0,,265,270,419
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_270_275.wav,Aves,Acrocephalus arundinaceus,0,,270,275,420
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_280_285.wav,Aves,Acrocephalus arundinaceus,0,,280,285,422
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_285_290.wav,Aves,Acrocephalus arundinaceus,0,,285,290,423
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_310_315.wav,Aves,Acrocephalus arundinaceus,0,,310,315,428
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_315_320.wav,Aves,Acrocephalus arundinaceus,0,,315,320,429
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_335_340.wav,Aves,Acrocephalus arundinaceus,0,,335,340,433
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_350_355.wav,Aves,Acrocephalus arundinaceus,0,,350,355,436
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_355_360.wav,Aves,Acrocephalus arundinaceus,0,,355,360,437
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_360_365.wav,Aves,Acrocephalus arundinaceus,0,,360,365,438
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_370_375.wav,Aves,Acrocephalus arundinaceus,0,,370,375,440
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_380_385.wav,Aves,Acrocephalus arundinaceus,0,,380,385,442
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_385_390.wav,Aves,Acrocephalus arundinaceus,0,,385,390,443
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_405_410.wav,Aves,Acrocephalus arundinaceus,0,,405,410,447
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_410_415.wav,Aves,Acrocephalus arundinaceus,0,,410,415,448
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_415_420.wav,Aves,Acrocephalus arundinaceus,0,,415,420,449
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_420_425.wav,Aves,Acrocephalus arundinaceus,0,,420,425,450
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_440_445.wav,Aves,Acrocephalus arundinaceus,0,,440,445,454
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_445_450.wav,Aves,Acrocephalus arundinaceus,0,,445,450,455
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_450_455.wav,Aves,Acrocephalus arundinaceus,0,,450,455,456
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_455_460.wav,Aves,Acrocephalus arundinaceus,0,,455,460,457
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_460_465.wav,Aves,Acrocephalus arundinaceus,0,,460,465,458
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_470_475.wav,Aves,Acrocephalus arundinaceus,0,,470,475,460
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_490_495.wav,Aves,Acrocephalus arundinaceus,0,,490,495,464
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_500_505.wav,Aves,Acrocephalus arundinaceus,0,,500,505,466
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_510_515.wav,Aves,Acrocephalus arundinaceus,0,,510,515,468
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_515_520.wav,Aves,Acrocephalus arundinaceus,0,,515,520,469
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_530_535.wav,Aves,Acrocephalus arundinaceus,0,,530,535,472
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_535_540.wav,Aves,Acrocephalus arundinaceus,0,,535,540,473
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_560_565.wav,Aves,Acrocephalus arundinaceus,0,,560,565,478
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_565_570.wav,Aves,Acrocephalus arundinaceus,0,,565,570,479
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_585_590.wav,Aves,Acrocephalus arundinaceus,0,,585,590,483
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_590_595.wav,Aves,Acrocephalus arundinaceus,0,,590,595,484
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_600_605.wav,Aves,Acrocephalus arundinaceus,0,,600,605,486
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_605_610.wav,Aves,Acrocephalus arundinaceus,0,,605,610,487
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_610_615.wav,Aves,Acrocephalus arundinaceus,0,,610,615,488
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_640_645.wav,Aves,Acrocephalus arundinaceus,0,,640,645,494
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_645_650.wav,Aves,Acrocephalus arundinaceus,0,,645,650,495
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_650_655.wav,Aves,Acrocephalus arundinaceus,0,,650,655,496
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_675_680.wav,Aves,Acrocephalus arundinaceus,0,,675,680,501
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_685_690.wav,Aves,Acrocephalus arundinaceus,0,,685,690,503
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_690_695.wav,Aves,Acrocephalus arundinaceus,0,,690,695,504
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_05VI2019_086_split_700_705.wav,Aves,Acrocephalus arundinaceus,0,,700,705,506
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_5_10.wav,Aves,Acrocephalus arundinaceus,0,,5,10,509
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_15_20.wav,Aves,Acrocephalus arundinaceus,0,,15,20,511
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_30_35.wav,Aves,Acrocephalus arundinaceus,0,,30,35,514
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_40_45.wav,Aves,Acrocephalus arundinaceus,0,,40,45,516
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_45_50.wav,Aves,Acrocephalus arundinaceus,0,,45,50,517
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_50_55.wav,Aves,Acrocephalus arundinaceus,0,,50,55,518
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_55_60.wav,Aves,Acrocephalus arundinaceus,0,,55,60,519
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_65_70.wav,Aves,Acrocephalus arundinaceus,0,,65,70,521
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_80_85.wav,Aves,Acrocephalus arundinaceus,0,,80,85,524
Acrocephalus arundinaceus,Aves_IrOl_TyTy00PL_11V2019_078_split_85_90.wav,Aves,Acrocephalus arundinaceus,0,,85,90,525
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_0_5.wav,Aves,Acrocephalus arundinaceus,0,,0,5,528
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_5_10.wav,Aves,Acrocephalus arundinaceus,0,,5,10,529
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_15_20.wav,Aves,Acrocephalus arundinaceus,0,,15,20,531
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_20_25.wav,Aves,Acrocephalus arundinaceus,0,,20,25,532
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_35_40.wav,Aves,Acrocephalus arundinaceus,0,,35,40,535
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_50_55.wav,Aves,Acrocephalus arundinaceus,0,,50,55,538
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_70_75.wav,Aves,Acrocephalus arundinaceus,0,,70,75,542
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_90_95.wav,Aves,Acrocephalus arundinaceus,0,,90,95,546
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_100_105.wav,Aves,Acrocephalus arundinaceus,0,,100,105,548
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_105_110.wav,Aves,Acrocephalus arundinaceus,0,,105,110,549
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_115_120.wav,Aves,Acrocephalus arundinaceus,0,,115,120,551
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_125_130.wav,Aves,Acrocephalus arundinaceus,0,,125,130,553
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_135_140.wav,Aves,Acrocephalus arundinaceus,0,,135,140,555
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_140_145.wav,Aves,Acrocephalus arundinaceus,0,,140,145,556
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_150_155.wav,Aves,Acrocephalus arundinaceus,0,,150,155,558
Acrocephalus arundinaceus,Aves_J-Ve_DeDr00NL_30V2019_084_split_160_165.wav,Aves,Acrocephalus arundinaceus,0,,160,165,560
