file_names,label
Anura_lanibra11FR_13IV2022_0530_split_30_35.png,8
Aves_AlLa_KaDi00UZ_08V2014_382_split_30_35.png,21
Aves_WiSc_GrBr00GB_01IV2020_620_split_15_20.png,22
Anura_lanibra11FR_08IV2022_2245_split_5_10.png,57
Hemiptera_cdrogru11FR_10VIII2022_595_split_5_10.png,36
Orthoptera_marltec81FR_01VI2022_i178_split_0_5.png,24
Orthoptera_gdbaaur32FR_28VII2022_i378_split_0_5.png,42
Aves_BeSa_Bu00DE_10V2014_153_split_5_10.png,11
Orthoptera_cdchcau09FR_18IX2022_1046_split_50_55.png,43
Orthoptera_cdmosgb31FR_09VIII2022_507_split_10_11.png,64
Carnivora_cambbel81FR_11III2022_2330_split_0_5.png,26
Aves_StWr_Made00FR_25II2017_114_split_20_25.png,2
Anura_cambbel81FR_14III2022_0545_split_10_15.png,33
Anura_pechpuy46FR_06V2022_2200_split_10_15.png,14
Orthoptera_XXXXjacXXES_26VIII2022_1035_split_95_100.png,53
Orthoptera_gdbaaur32FR_28VII2022_i361_split_5_10.png,16
Orthoptera_XXXXigeXXES_14VII2022_872_split_55_60.png,50
Orthoptera_XXXXmon82FR_19VII2022_889_split_50_55.png,18
Aves_StWr_RoHa00FR_11IV2019_929_split_155_160.png,35
Orthoptera_perogru11FR_10VIII2022_574_split_10_15.png,42
Anura_cambbel81FR_13III2022_0045_split_20_25.png,0
Aves_JaBe_SaVi00FR_07V2018_163_split_370_375.png,11
Orthoptera_pdloldc66FR_19X2022_933_split_15_17.png,66
Hemiptera_lasgaur32FR_29VI2022_i405_split_10_15.png,37
Aves_BeSa_Bu00DE_10V2014_152_split_40_45.png,11
Aves_JéSi_AgHÃ00FR_18VI2019_789_split_100_105.png,7
Aves_FeDE_MoCÃ00ES_30VI1995_437_split_10_15.png,41
Orthoptera_XXXXigeXXES_03VII2022_i424_split_5_10.png,20
Aves_PeBo_BoVl00BE_15VII2017_821_split_25_30.png,19
Orthoptera_XXXXigeXXES_01VII2022_i331_split_40_45.png,26
Aves_JaLi_DrOv00NL_13IV2018_654_split_0_5.png,31
Orthoptera_XXXXascXXES_26VIII2022_1026_split_125_130.png,20
Aves_YoDi_FuFu00CN_06V2012_376_split_5_10.png,21
Orthoptera_XXXXigeXXES_01VIII2022_898_split_20_25.png,28
Orthoptera_bouipai09FR_09VI2022_i232_split_25_29.png,18
Aves_PaÅb_VÃGÃ00SE_19IV2019_228_split_25_30.png,15
Anura_estalep09FR_28III2022_0600_split_40_45.png,9
Aves_NeCo_SaLu00PT_13VIII2019_740_split_20_25.png,6
Orthoptera_pdloldc66FR_19X2022_966_split_0_5.png,66
Aves_PaÅb_VÃGÃ00SE_15IV2019_223_split_40_45.png,15
Orthoptera_pdbifon31FR_29VI2022_i418_split_5_10.png,24
Anura_lanibra11FR_05IV2022_0000_split_55_60.png,0
Aves_Heva_TaOo00NL_10IX2012_268_split_20_25.png,51
Aves_BeSa_Sc-r00DE_18VI2018_072_split_80_85.png,1
Orthoptera_marltec81FR_30V2022_981_split_10_15.png,20
Aves_JaMa_KoPi00PL_02XII2012_250_split_5_10.png,62
Aves_GALE_TiRS00GB_28IV2017_262_split_0_5.png,62
Aves_ElA-_FoHe00NO_25VI2018_822_split_75_80.png,19
Aves_OlSW_MoMa00FR_28IV2019_825_split_15_20.png,19
Orthoptera_lasgaur32FR_29VI2022_i403_split_20_25.png,45
Aves_PaÅb_RyVÃ00SE_13VI2019_183_split_10_15.png,11
Orthoptera_XXXXsma07FR_27IV2022_i113_split_65_70.png,18
Aves_ThFi_Kore00KZ_17V2013_481_split_25_30.png,27
Aves_ViPo_BiAi00FR_25V2018_722_split_30_35.png,6
Aves_BeSa_Sc-r00DE_03V2018_074_split_50_55.png,1
Hemiptera_perogru11FR_10VIII2022_573_split_15_16.png,36
Anura_estalep09FR_28III2022_0500_split_0_5.png,0
Anura_lanibra11FR_14IV2022_2100_split_20_25.png,12
Anura_cambbel81FR_13III2022_2245_split_15_20.png,0
Orthoptera_XXXXporXXES_06V2022_i125_split_25_30.png,10
Orthoptera_cdchcau09FR_18IX2022_1055_split_0_5.png,61
Hemiptera_pdbifon31FR_29VI2022_i413_split_20_25.png,60
Orthoptera_XXXXigeXXES_14VII2022_854_split_20_25.png,50
Aves_PaÅb_RyVÃ00SE_13VI2019_183_split_35_40.png,11
Anura_cfacalb81FR_19III2022_0200_split_25_30.png,8
Orthoptera_XXXXigeXXES_14VII2022_857_split_65_70.png,23
Anura_cambbel81FR_12III2022_0115_split_45_50.png,13
Orthoptera_marltec81FR_01VI2022_i178_split_10_15.png,20
Aves_PaÅb_VÃGÃ00SE_20IV2019_227_split_0_5.png,15
Orthoptera_XXXXmij09FR_15IX2022_1039_split_215_220.png,58
Anura_cambbel81FR_12III2022_2330_split_40_45.png,0
Orthoptera_pdloldc66FR_19X2022_945_split_40_45.png,66
Anura_pechpuy46FR_10V2022_0115_split_30_35.png,32
Aves_Ã-Le_RÃna00FR_12IV2019_135_split_5_10.png,2
Anura_cfacalb81FR_21III2022_0215_split_25_30.png,8
Anura_XXXXXXX07FR_23IV2022_i60_split_235_240.png,26
Anura_lanibra11FR_08IV2022_2245_split_40_45.png,57
Anura_moulmon09FR_29III2022_0000_split_20_25.png,0
Orthoptera_XXXXigeXXES_02VII2022_i337_split_60_65.png,28
Aves_Jova_ArAr00NL_19II2019_583_split_5_10.png,22
Aves_PeBo_Uipo00BE_02V2008_702_split_5_10.png,6
Orthoptera_marltec81FR_01VI2022_i171_split_5_10.png,20
Orthoptera_XXXXjacXXES_26VIII2022_1035_split_45_50.png,53
Aves_PiSz_Dz-n00PL_13VI2018_070_split_60_65.png,1
Aves_JaMa_SiPo00PL_29V2012_793_split_15_20.png,19
Aves_JoCa_brde00ES_04VII2016_840_split_0_5.png,34
Aves_KrDe_JePo00PL_26III2014_545_split_90_95.png,4
Aves_JeFi_SÂMa00ES_09III2017_119_split_160_165.png,2
Orthoptera_alasbal09FR_21VII2022_i284_split_10_15.png,55
Orthoptera_XXXXigeXXES_14VII2022_875_split_25_30.png,50
Orthoptera_adlmmon31FR_09VIII2022_518_split_5_6.png,28
Aves_J-Ve_DeDr00NL_30V2019_084_split_100_105.png,1
Aves_JéSi_LiHÃ00FR_25II2016_907_split_95_100.png,35
Anura_cfacalb81FR_21III2022_0130_split_50_55.png,8
Anura_moulmon09FR_27III2022_0230_split_25_30.png,17
Orthoptera_XXXXbid07FR_27IV2022_i99_split_10_15.png,14
Aves_MaSc_GoLa00CH_25II2017_116_split_30_35.png,2
Aves_JoCa_brde00ES_07I2016_836_split_375_380.png,34
Anura_cdcafon31FR_03IV2022_0345_split_30_35.png,24
Anura_cfacalb81FR_19III2022_2045_split_10_15.png,5
Orthoptera_hotrrsa31FR_21IX2022_995_split_10_15.png,28
Anura_estalep09FR_24III2022_2230_split_45_50.png,0
Anura_adlpbra11FR_11IV2022_2200_split_45_50.png,12
Anura_moulmon09FR_27III2022_2200_split_25_30.png,17
Orthoptera_XXXXigeXXES_14VII2022_869_split_20_25.png,20
Aves_BeSa_ZeSÃ00DE_03IV2020_145_split_40_45.png,2
Anura_pechpuy46FR_09V2022_1500_split_25_30.png,32
Anura_pechpuy46FR_07V2022_2245_split_15_20.png,32
Aves_MaGr_BiBe00IL_05IV2019_168_split_30_35.png,11
Anura_cambbel81FR_13III2022_1800_split_50_55.png,0
Anura_moulmon09FR_30III2022_0045_split_40_45.png,17
Orthoptera_XXXXigeXXES_14VII2022_855_split_105_110.png,48
Aves_juRo_LoEs00FR_04VII2006_758_split_100_105.png,7
Aves_JoRå_smst00SE_13V2013_540_split_75_80.png,4
Aves_Jova_ÁrMe00ES_06VIII2018_306_split_5_10.png,38
Aves_JaMa_GmPi00PL_15II2016_256_split_0_5.png,62
Orthoptera_XXXXporXXES_30IV2022_i118_split_35_40.png,56
Aves_GeOL_PeJu00FR_29VI2012_293_split_15_20.png,38
Aves_JoCa_lala00ES_06IV2016_527_split_45_50.png,30
Aves_Heva_TaOo00NL_10IX2012_268_split_80_85.png,51
Aves_KrDe_JePo00PL_26III2014_545_split_95_100.png,4
Aves_BeSa_Sc-r00DE_18VI2018_072_split_20_25.png,1
Aves_StWr_TiMa00FR_24V2019_829_split_20_25.png,19
Anura_cambbel81FR_11III2022_2015_split_45_50.png,0
Aves_AlLa_Chgo00RU_31V2015_806_split_110_115.png,19
Orthoptera_adgamon31FR_09VIII2022_542_split_0_5.png,29
Orthoptera_banytec81FR_12VII2022_i307_split_5_10.png,42
Aves_Jova_DoDo00NL_21V2018_148_split_200_205.png,11
Orthoptera_cdpotsa09FR_05X2022_774_split_45_50.png,56
Orthoptera_pechpuy46FR_06V2022_2100_split_45_50.png,52
Anura_cfacalb81FR_17III2022_2000_split_20_25.png,5
Aves_JaMa_DrLa00PL_06IV2012_476_split_55_60.png,27
Aves_PiSz_GmSz00PL_14VI2015_805_split_50_55.png,19
Aves_SoNA_Od-n00DE_01VI2018_150_split_5_10.png,11
Aves_PeBo_BoVl00BE_15VII2017_821_split_85_90.png,19
Anura_pechpuy46FR_08V2022_2145_split_55_60.png,14
Aves_SoNA_Br-n00DE_23VI2017_773_split_0_5.png,7
Orthoptera_pdloldc66FR_19X2022_913_split_40_42.png,66
Orthoptera_XXXXmon82FR_19VII2022_891_split_0_5.png,47
Anura_lanibra11FR_12IV2022_2245_split_50_55.png,57
Orthoptera_XXXXmij09FR_15IX2022_1039_split_200_205.png,10
Aves_BeBO_HiSc00GB_06V2016_905_split_30_35.png,35
Anura_cfacalb81FR_17III2022_2000_split_45_50.png,5
Orthoptera_pechpuy46FR_06V2022_2100_split_20_25.png,33
Aves_ArWa_Akla00KZ_21V2016_106_split_0_5.png,2
Orthoptera_XXXXigeXXES_01VII2022_i329_split_15_20.png,29
Aves_PaÅb_VÃGÃ00SE_15IV2019_223_split_85_90.png,15
Aves_JaMa_Wa-n00PL_12IV2013_539_split_0_5.png,4
Aves_JeFi_NiBe00CH_19II2017_906_split_55_60.png,35
Aves_JoCa_lala00ES_06IV2016_527_split_20_25.png,30
Orthoptera_cdpotsa09FR_05X2022_774_split_20_25.png,56
Orthoptera_adlmmon31FR_09VIII2022_512_split_0_5.png,28
Aves_RaDe_HaBi00IN_30XII2019_746_split_25_30.png,6
Anura_cdcafon31FR_03IV2022_2245_split_5_10.png,13
Aves_JePo_HlHl00SE_10V2013_541_split_75_80.png,4
Anura_cfacalb81FR_18III2022_0315_split_0_5.png,5
Anura_moulmon09FR_27III2022_2330_split_30_35.png,9
Aves_J-Ve_DeDr00NL_30V2019_084_split_115_120.png,1
Orthoptera_XXXXigeXXES_01VII2022_i334_split_30_35.png,29
Orthoptera_cdpotsa09FR_05X2022_737_split_0_5.png,10
Aves_PeBo_LaGr00NL_18V2007_808_split_10_15.png,19
Anura_pechpuy46FR_09V2022_1500_split_40_45.png,32
Aves_FrBo_SaYo00FR_15IV2020_677_split_10_15.png,31
Orthoptera_adlmmon31FR_09VIII2022_516_split_10_15.png,28
Hemiptera_poagmet00GR_15VI2017_724_split_15_16.png,36
Aves_JoTo_MoRe00PT_06VII2019_317_split_5_10.png,38
Anura_moulmon09FR_27III2022_0230_split_40_45.png,17
Aves_AlLa_ZhDi00KZ_01V2014_381_split_10_15.png,21
Hemiptera_cdcelau31FR_15VI2022_i149_split_5_8.png,39
Hemiptera_sajugir00ES_26VI2019_713_split_15_20.png,33
Aves_JéSi_LiHÃ00FR_25II2016_907_split_140_145.png,35
Aves_BeSa_Bu00DE_10V2014_152_split_85_90.png,11
Anura_cdcafon31FR_04IV2022_2315_split_15_20.png,12
Aves_IrOl_TyTy00PL_05VI2019_086_split_115_120.png,1
Anura_estalep09FR_24III2022_2230_split_20_25.png,0
Orthoptera_XXXXporXXES_06V2022_i123_split_35_40.png,10
Anura_moulmon09FR_27III2022_2200_split_40_45.png,9
Anura_cambbel81FR_12III2022_2145_split_10_15.png,0
Anura_adlpbra11FR_11IV2022_2200_split_20_25.png,12
Orthoptera_pdloldc66FR_19X2022_939_split_10_15.png,33
Orthoptera_XXXXigeXXES_14VII2022_875_split_40_45.png,50
Anura_cfacalb81FR_19III2022_0200_split_5_10.png,8
Aves_JaMa_DrLa00PL_06IV2012_476_split_0_5.png,27
Orthoptera_XXXXmon82FR_19VII2022_891_split_95_100.png,47
Anura_cambbel81FR_14III2022_0145_split_15_20.png,0
Aves_juRo_LoEs00FR_04VII2006_758_split_115_120.png,7
Orthoptera_cdchcau09FR_18IX2022_1051_split_10_13.png,43
Orthoptera_cdchcau09FR_18IX2022_1054_split_5_10.png,16
Orthoptera_XXXXigeXXES_17VII2022_881_split_105_110.png,23
Anura_moulmon09FR_27III2022_0230_split_0_5.png,17
Aves_PiSz_GmSz00PL_14VI2015_804_split_15_20.png,19
Anura_lanibra11FR_08IV2022_2245_split_25_30.png,12
Anura_cfacalb81FR_21III2022_0215_split_40_45.png,8
Orthoptera_XXXXjacXXES_26VIII2022_1035_split_20_25.png,53
Aves_MaGr_Hoof00FR_15V2019_079_split_40_45.png,1
Aves_PaÅb_EaMo00ES_02IV2013_443_split_30_35.png,41
Aves_NiKr_AvLa00DE_02V2012_320_split_55_60.png,3
Anura_XXXXporXXES_06V2022_i122_split_80_85.png,10
Anura_cfacalb81FR_19III2022_0200_split_40_45.png,8
Aves_BrVo_DeZo00BE_25III2020_570_split_0_5.png,4
Orthoptera_XXXXmon82FR_19VII2022_893_split_60_65.png,47
Aves_JoCa_Llci00ES_26IV2015_453_split_0_5.png,41
Aves_StWr_OuFi00FR_01XI2018_499_split_0_5.png,27
Orthoptera_XXXXmon82FR_19VII2022_890_split_25_30.png,28
Anura_cdcafon31FR_04IV2022_2245_split_55_60.png,12
Anura_lanibra11FR_14IV2022_2100_split_45_50.png,12
Anura_moulmon09FR_26III2022_1930_split_50_55.png,17
Aves_MiLi_HjEn00SE_06VI2015_338_split_10_15.png,3
Orthoptera_XXXXigeXXES_14VII2022_854_split_45_50.png,50
Aves_JoCa_Llde00ES_02VIII2017_718_split_5_10.png,6
Orthoptera_XXXXporXXES_06V2022_i125_split_40_45.png,53
Aves_AlLa_KaDi00KZ_16V2014_800_split_60_65.png,19
Aves_Heva_TaOo00NL_10IX2012_268_split_45_50.png,51
Aves_JoCa_Emd-00ES_16III2018_124_split_155_160.png,2
Aves_ThFi_Kore00KZ_17V2013_481_split_40_45.png,27
Orthoptera_XXXXigeXXES_01VII2022_i332_split_60_65.png,23
Aves_LeAr_HoVÃ00SE_24V1969_369_split_50_55.png,3
Anura_lanibra11FR_14IV2022_0400_split_55_60.png,8
Aves_GuO-_ÁrMe00ES_19II2014_835_split_5_10.png,34
Aves_AlLa_Kora00RU_18VII2015_492_split_0_5.png,27
Aves_NeCo_Cade00PT_27V2019_735_split_0_5.png,6
Orthoptera_XXXXigeXXES_01VII2022_i331_split_25_30.png,29
Aves_PeBo_BoVl00BE_15VII2017_821_split_40_45.png,19
Aves_PaÅb_VÃGÃ00SE_15IV2019_223_split_25_30.png,15
Aves_Jova_RoRo00NL_28V2017_774_split_10_15.png,7
Orthoptera_XXXXigeXXES_01VIII2022_898_split_45_50.png,28
Orthoptera_XXXXcam11FR_12IX2022_1038_split_55_60.png,56
Orthoptera_cdchcau09FR_18IX2022_1047_split_15_20.png,43
Anura_moulmon09FR_25III2022_2145_split_50_55.png,9
Aves_JoTo_VaPi00PT_13IV2019_562_split_0_5.png,4
Anura_estalep09FR_28III2022_0600_split_25_30.png,0
Aves_Heva_TaOo00NL_10IX2012_268_split_110_115.png,51
Anura_cambbel81FR_13III2022_2245_split_0_5.png,54
Hemiptera_pdbifon31FR_29VI2022_i409_split_10_15.png,18
Aves_BeSa_Bu00DE_10V2014_152_split_25_30.png,11
Anura_XXXXporXXES_30IV2022_i115_split_35_40.png,26
Aves_PeBo_LaGr00NL_01IV2007_335_split_10_14.png,3
Orthoptera_XXXXigeXXES_01VII2022_i334_split_90_95.png,29
Anura_cdcafon31FR_04IV2022_2145_split_10_15.png,12
Orthoptera_cdchcau09FR_18IX2022_1050_split_165_170.png,44
Aves_JoLe_GePa00NL_13IX2018_575_split_0_5.png,22
Orthoptera_XXXXmon82FR_19VII2022_895_split_30_35.png,47
Anura_cambbel81FR_14III2022_0315_split_10_15.png,54
Hemiptera_rdrepec31FR_07VII2022_i427_split_10_15.png,60
Aves_W-Ag_AlFl00DE_29III2020_665_split_150_155.png,31
Aves_StWr_RoHa00FR_11IV2019_929_split_140_145.png,35
Orthoptera_XXXXjacXXES_26VIII2022_1035_split_80_85.png,53
Aves_ReEi_BeBe00DE_26III2020_247_split_60_65.png,15
Orthoptera_cdpotsa09FR_05X2022_782_split_5_10.png,49
Orthoptera_XXXXporXXES_06V2022_i123_split_10_15.png,53
Orthoptera_pdbifon31FR_29VI2022_i414_split_0_5.png,59
Aves_PaÅb_HoVÃ00SE_10IV2008_272_split_40_45.png,51
Anura_lanibra11FR_15IV2022_0230_split_20_25.png,8
Anura_XXXXporXXES_06V2022_i120_split_165_170.png,65
Aves_JaMa_GmPi00PL_15II2016_257_split_25_30.png,62
Aves_JaMa_-o-n00PL_10IV2013_537_split_75_80.png,4
Orthoptera_XXXXporXXES_06V2022_i125_split_5_10.png,53
Aves_JoCa_lala00ES_19V2016_529_split_490_495.png,30
Aves_PaÅb_Mode00ES_30III2013_440_split_0_5.png,41
Aves_FrSo_CoPr00IT_11V2016_815_split_145_150.png,19
Aves_JéSi_LiHÃ00FR_25II2016_908_split_30_35.png,35
Orthoptera_XXXXmon82FR_19VII2022_886_split_0_5.png,28
Aves_StWr_RoHa00FR_10IV2019_928_split_15_19.png,35
Anura_cdcafon31FR_04IV2022_2330_split_25_30.png,13
Orthoptera_XXXXmon82FR_19VII2022_888_split_15_20.png,47
Aves_IrOl_TyTy00PL_01III2019_585_split_5_8.png,22
Orthoptera_XXXXigeXXES_17VII2022_883_split_5_10.png,25
Orthoptera_bouipai09FR_09VI2022_i232_split_20_25.png,40
Anura_cdcafon31FR_04IV2022_0115_split_20_25.png,0
Orthoptera_cdrogru11FR_10VIII2022_589_split_0_5.png,42
Aves_ThFi_GmBi00PL_20IV2017_556_split_25_30.png,4
Anura_XXXXporXXES_06V2022_i122_split_20_25.png,10
Aves_JoCa_PaNa00ES_10VII2017_862_split_10_11.png,34
Aves_SoNA_Od-n00DE_29IV2016_813_split_25_30.png,19
Aves_MiNe_Tepa00MY_13VIII2013_278_split_5_10.png,38
Hemiptera_rovegru11FR_10VIII2022_581_split_15_16.png,37
Orthoptera_XXXXigeXXES_14VII2022_867_split_60_62.png,50
Aves_JoCa_sade00ES_06VIII2016_395_split_0_5.png,21
Orthoptera_gdbaaur32FR_28VII2022_i356_split_0_5.png,16
Anura_pechpuy46FR_11V2022_0345_split_55_60.png,14
Anura_moulmon09FR_26III2022_1930_split_40_45.png,17
Orthoptera_XXXXjacXXES_26VIII2022_1030_split_85_90.png,26
Anura_estalep09FR_25III2022_0315_split_55_60.png,0
Orthoptera_XXXXporXXES_06V2022_i125_split_50_55.png,53
Aves_RuMa_ToPi00UA_25VI2016_816_split_30_35.png,19
Orthoptera_XXXXigeXXES_01VII2022_i331_split_0_5.png,26
Orthoptera_XXXXmon82FR_19VII2022_893_split_70_75.png,47
Anura_pechpuy46FR_10V2022_0115_split_45_50.png,32
Anura_cambbel81FR_14III2022_0145_split_0_5.png,0
Hemiptera_conaraur00ES_13VI2022_711_split_0_5.png,16
Anura_cfacalb81FR_22III2022_2245_split_10_15.png,0
Orthoptera_XXXXsma07FR_27IV2022_i113_split_35_40.png,24
Aves_MaGr_KiEi00IL_07IV2019_169_split_100_105.png,11
Anura_XXXXporXXES_06V2022_i122_split_90_95.png,10
Hemiptera_pdbifon31FR_29VI2022_i410_split_10_15.png,60
Anura_cfacalb81FR_19III2022_0200_split_50_55.png,8
Orthoptera_XXXXigeXXES_14VII2022_857_split_10_15.png,23
Aves_JoCa_Llci00ES_26IV2015_453_split_10_15.png,41
Orthoptera_cdchcau09FR_18IX2022_1046_split_85_90.png,43
Orthoptera_bouipai09FR_09VI2022_i237_split_25_30.png,45
Aves_PaÅb_EaMo00ES_02IV2013_443_split_20_25.png,41
Anura_cdcafon31FR_05IV2022_2100_split_20_25.png,13
Orthoptera_rdemaur32FR_23VIII2022_680_split_10_15.png,63
Aves_Jova_PaRi00NL_18V2016_345_split_90_95.png,3
Orthoptera_cdchcau09FR_18IX2022_1050_split_240_245.png,44
Anura_cfacalb81FR_17III2022_2345_split_10_15.png,5
Anura_cfacalb81FR_21III2022_0130_split_25_30.png,8
Anura_cambbel81FR_15III2022_2115_split_0_5.png,54
Anura_estalep09FR_28III2022_2130_split_35_40.png,16
Aves_JoCa_brde00ES_07I2016_836_split_145_150.png,34
Aves_StWr_ViYv00FR_31III2020_618_split_10_15.png,22
Orthoptera_XXXXigeXXES_14VII2022_875_split_50_55.png,50
Aves_AlLa_PrPr00RU_14IV2017_498_split_15_20.png,27
Aves_AUAu_HyVa00FR_01V2018_719_split_5_10.png,6
Orthoptera_rdmamar81FR_23VII2022_i259_split_15_20.png,36
Anura_adlpbra11FR_11IV2022_2200_split_30_35.png,12
Anura_moulmon09FR_27III2022_2200_split_50_55.png,9
Orthoptera_marltec81FR_01VI2022_i180_split_10_15.png,20
Anura_moulmon09FR_27III2022_0230_split_50_55.png,9
Orthoptera_XXXXjacXXES_26VIII2022_1036_split_15_19.png,24
Anura_cambbel81FR_13III2022_1800_split_25_30.png,13
Aves_BeSa_TeNa00DE_24V2019_833_split_35_40.png,19
Orthoptera_pechpuy46FR_06V2022_2015_split_5_10.png,39
Anura_lanibra11FR_15IV2022_0230_split_5_10.png,8
Anura_moulmon09FR_27III2022_2330_split_20_25.png,9
Orthoptera_XXXXigeXXES_01VII2022_i334_split_20_25.png,29
Aves_JaBe_VeVi00FR_20V2018_160_split_5_10.png,11
Aves_ToBe_BiMa00PL_14V2011_448_split_20_23.png,41
Anura_pechpuy46FR_09V2022_1500_split_50_55.png,32
Orthoptera_marltec81FR_01VI2022_i172_split_5_7.png,40
Aves_JéSi_LiHÃ00FR_25II2016_907_split_130_135.png,35
Anura_cfacalb81FR_17III2022_1900_split_55_60.png,5
Aves_PaÅb_VÃGÃ00SE_14IV2019_234_split_75_80.png,15
Anura_cambbel81FR_11III2022_2015_split_30_35.png,0
Aves_IlHe_YlSy00FI_30VI1984_328_split_10_15.png,3
Orthoptera_cdchcau09FR_18IX2022_1051_split_0_5.png,43
Aves_JaMa_SiPo00PL_29V2012_792_split_40_45.png,19
Aves_MaGr_Hoof00FR_15V2019_081_split_25_30.png,1
Orthoptera_XXXXjacXXES_26VIII2022_661_split_95_100.png,25
Aves_MaSc_RÃRÃ00LU_05VI2006_097_split_185_190.png,1
Aves_PiSz_GmSz00PL_14VI2015_805_split_25_30.png,19
Anura_cambbel81FR_12III2022_2115_split_5_10.png,0
Aves_KrDe_DoPo00PL_01V2016_342_split_5_10.png,3
Aves_BeBO_HiSc00GB_06V2016_905_split_20_25.png,35
Anura_lanibra11FR_12IV2022_2245_split_40_45.png,57
Anura_cambbel81FR_13III2022_0300_split_35_40.png,54
Anura_cambbel81FR_12III2022_2230_split_0_5.png,0
Orthoptera_pechpuy46FR_06V2022_2100_split_30_35.png,14
Orthoptera_XXXXsma07FR_27IV2022_i112_split_105_110.png,14
Anura_pechpuy46FR_06V2022_2145_split_20_25.png,14
Anura_XXXXsma07FR_27II2019_i19_split_10_15.png,24
Orthoptera_edrelfa11FR_17IX2022_1040_split_10_15.png,44
Aves_StWr_VaGa00FR_23II2017_113_split_55_60.png,2
Aves_LaAd_Gahv00DK_01VI2014_762_split_100_105.png,7
Orthoptera_XXXXporXXES_30IV2022_i118_split_65_70.png,53
Aves_BeSa_Bu00DE_10V2014_153_split_15_20.png,11
Anura_moulmon09FR_27III2022_2100_split_15_20.png,17
Orthoptera_XXXXigeXXES_14VII2022_856_split_5_10.png,23
Aves_ViPo_VeAi00FR_14VII2014_742_split_190_195.png,6
Orthoptera_XXXXXXXXXFR_14V2021_i26_split_10_15.png,24
Anura_lanibra11FR_13IV2022_0300_split_10_15.png,12
Anura_XXXXporXXES_06V2022_i122_split_30_35.png,10
Anura_moulmon09FR_27III2022_0130_split_15_20.png,9
Anura_XXXXporXXES_06V2022_i122_split_125_130.png,65
Aves_LeAr_HoVÃ00SE_24V1969_369_split_120_125.png,3
Aves_StWr_HyVa00FR_25IV2017_406_split_0_5.png,21
Orthoptera_XXXXjacXXES_26VIII2022_1030_split_25_30.png,25
Orthoptera_XXXXmij09FR_15IX2022_1039_split_125_130.png,58
Aves_PaÅb_HoVÃ00SE_17III2017_579_split_15_20.png,22
Aves_JePo_HlHl00SE_10V2013_541_split_5_10.png,4
Anura_cdcafon31FR_04IV2022_0115_split_30_35.png,0
Aves_StWr_RoHa00FR_11IV2019_929_split_130_135.png,35
Aves_BeSa_Sc-r00DE_18VI2018_071_split_35_40.png,1
Aves_JéSi_LiHÃ00FR_25II2016_908_split_20_25.png,35
Aves_VoAr_SoKa00HU_07V2013_514_split_30_35.png,30
Orthoptera_pdloldc66FR_19X2022_913_split_5_10.png,66
Aves_AlLa_KaDi00UZ_08V2014_382_split_45_50.png,21
Anura_lanibra11FR_13IV2022_0530_split_45_50.png,8
Aves_Ã-Le_MaHÃ00FR_16IV2019_139_split_35_40.png,2
Orthoptera_cdmasma07FR_14VIII2022_908_split_15_20.png,20
Orthoptera_marltec81FR_30V2022_979_split_10_15.png,20
Anura_moulmon09FR_27III2022_2345_split_0_5.png,17
Orthoptera_cdchcau09FR_18IX2022_1049_split_5_10.png,63
Aves_PaÅb_FuSk00SE_12IV2008_456_split_80_82.png,41
Aves_PaÅb_HoVÃ00SE_10IV2008_272_split_50_55.png,51
